account_id,mpan,meter_id,supplier,site_name,period_start,period_end,tariff_name,consumption_kwh,unit,unit_rate_gbp,standing_charge_gbp,total_amount_gbp,vat_pct,is_estimated,notes
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-01-15,2024-02-17,Day Rate,447.46,kWh,0.28,9.69,134.98,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-01-15,2024-02-17,Night Rate,298.3,kWh,0.14,9.1,50.86,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-02-18,2024-03-19,Day Rate,381.76,kWh,0.28,9.98,116.87,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-02-18,2024-03-19,Night Rate,254.51,kWh,0.14,9.11,44.74,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-03-20,2024-04-23,Day Rate,564.89,kWh,0.28,11.23,169.4,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-03-20,2024-04-23,Night Rate,376.6,kWh,0.14,9.51,62.23,5.0,False,
ACC-901,0746702736837,,British Gas,Office Block A - Domestic Supply,2024-04-24,2024-05-25,Day Rate,447.76,kWh,0.28,10.21,135.58,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-04-24,2024-05-25,Night Rate,298.5,kWh,0.14,9.11,50.9,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-05-26,2024-06-27,Day Rate,413.61,kWh,0.28,9.9,125.71,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-05-26,2024-06-27,Night Rate,275.74,kWh,0.14,9.05,47.65,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-06-28,2024-07-28,Day Rate,596.15,kWh,0.28,9.65,176.57,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-06-28,2024-07-28,Night Rate,397.44,kWh,0.14,10.44,66.08,5.0,False,
ACC-901,0746702736837,,British Gas,Office Block A - Domestic Supply,2024-07-29,2024-08-28,Day Rate,489.54,kWh,0.28,9.06,146.13,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-07-29,2024-08-28,Night Rate,326.36,kWh,0.14,7.72,53.41,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-08-29,2024-09-29,Day Rate,452.53,kWh,0.28,8.45,135.16,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-08-29,2024-09-29,Night Rate,301.68,kWh,0.14,8.37,50.61,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-09-30,2024-11-02,Day Rate,572.92,kWh,0.28,9.9,170.32,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-09-30,2024-11-02,Night Rate,381.94,kWh,0.14,8.85,62.32,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-11-03,2024-11-29,Day Rate,470.12,kWh,0.28,6.89,138.52,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-11-03,2024-11-29,Night Rate,313.41,kWh,0.14,7.19,51.07,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-11-30,2024-12-29,Day Rate,544.5,kWh,0.28,8.95,161.41,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-11-30,2024-12-29,Night Rate,363.0,kWh,0.14,8.31,59.13,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-12-30,2025-01-25,Day Rate,488.66,kWh,0.28,6.79,143.61,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2024-12-30,2025-01-25,Night Rate,325.77,kWh,0.14,7.11,52.72,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2025-01-26,2025-02-27,Day Rate,388.42,kWh,0.28,8.75,117.51,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2025-01-26,2025-02-27,Night Rate,258.94,kWh,0.14,9.69,45.94,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2025-02-28,2025-03-30,Day Rate,373.6,kWh,0.28,9.77,114.38,5.0,False,
ACC-901,0746702736837,MTR-UK-001,British Gas,Office Block A - Domestic Supply,2025-02-28,2025-03-30,Night Rate,249.07,kWh,0.14,9.38,44.25,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-01-15,2024-02-10,Day Rate,1.7,MWh,0.28,8.16,484.5,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-01-15,2024-02-10,Night Rate,1.13,MWh,0.14,7.35,166.13,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-02-11,2024-03-11,Day Rate,2.11,MWh,0.28,9.14,599.08,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-02-11,2024-03-11,Night Rate,1.4,MWh,0.14,7.77,204.42,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-03-12,2024-04-15,Day Rate,2.35,MWh,0.28,10.16,669.15,5.0,False,
ACC-902,1376840837122,,EDF Energy,Data Centre UPS Feed,2024-03-12,2024-04-15,Night Rate,1.57,MWh,0.14,8.86,228.52,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-04-16,2024-05-18,Day Rate,2.4,MWh,0.28,9.77,680.4,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-04-16,2024-05-18,Night Rate,1.6,MWh,0.14,11.02,234.57,5.0,True,Estimated read
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-05-19,2024-06-16,Day Rate,-0.16,MWh,0.28,9.33,-36.71,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-05-19,2024-06-16,Night Rate,-0.11,MWh,0.14,9.32,-6.03,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-06-17,2024-07-15,Day Rate,2.11,MWh,0.28,7.19,597.03,5.0,True,Estimated read
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-06-17,2024-07-15,Night Rate,1.4,MWh,0.14,7.18,203.79,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-07-16,2024-08-19,Day Rate,1.93,MWh,0.28,9.54,551.22,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-07-16,2024-08-19,Night Rate,1.29,MWh,0.14,9.83,190.39,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-08-20,2024-09-23,Day Rate,1.47,MWh,0.28,8.68,419.44,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-08-20,2024-09-23,Night Rate,0.98,MWh,0.14,10.83,147.75,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-09-24,2024-10-20,Day Rate,2.3,MWh,0.28,8.06,652.95,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-09-24,2024-10-20,Night Rate,1.54,MWh,0.14,6.52,221.48,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-10-21,2024-11-24,Day Rate,2.15,MWh,0.28,10.31,613.05,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-10-21,2024-11-24,Night Rate,1.44,MWh,0.14,9.62,210.53,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-11-25,2024-12-27,Day Rate,2.22,MWh,0.28,8.46,629.27,5.0,True,Estimated read
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-11-25,2024-12-27,Night Rate,1.48,MWh,0.14,9.17,216.11,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-12-28,2025-01-31,Day Rate,2.16,MWh,0.28,10.31,616.11,5.0,False,
